name,slug,description,price,stock,category_id,brand_id
"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx  Tech, Beast  Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP  Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Cool Grey)",boat-airdopes-181-in-ear-true-wireless-earbuds-with-enx-tech-beast-modelow-latency-upto-60ms-for-gaming-with-mic-asap-charge-20h-playtime-bluetooth-v52-ipx4-iwp-cool-grey,"Clear Voice Calls- Be heard absolutely clear across voice calls without those usual interruptions, with the ENx Tech enabled Airdopes 181, that cancels out unwanted background noises during calls|Beast Mode- Enjoy a lag less entertainment experience with BEAST Mode for low latency so that your gaming sessions always stay smooth.|ASAP Charge- Courtesy our ASAP Charge tech, these true wireless earbuds can garner up to 90Min of playtime in just 10Min of charging.|Playback- It offers a total playtime of up to 20HRS, including up to 4HRS of playtime per charge.|Drivers- Delve into the boAt immersive auditory experience on Airdopes 181 true wireless earbuds courtesy its 10mm audio drivers|Instant Connect- The IWP tech makes it easier to power on the TWS earbuds which occurs as soon as you open the case lid when the earbuds are being kept inside.|IP Rating- The ultra-lightweight earbuds are marked with IPX4 water resistance for a carefree listening time wherever you go.",479400,53,5,5
"TP-Link USB Bluetooth Adapter for PC, 5.0 Bluetooth Dongle Receiver (UB500) Supports Windows 11/10/8.1/7 for Desktop, Laptop, Mouse, Keyboard, Printers, Headsets, Speakers, PS4/ Xbox Controllers",tp-link-usb-bluetooth-adapter-for-pc-50-bluetooth-dongle-receiver-ub500-supports-windows-1110817-for-desktop-laptop-mouse-keyboard-printers-headsets-speakers-ps4-xbox-controllers,"Bluetooth 5.0 —— Applies the latest Bluetooth 5.0 technology, backward compatible with Bluetooth V4.0/3.0/2.1/2.0/1.1|Wireless Connectivity —— Provides stable and convenient communication between Bluetooth devices and your PC or laptop|Nano-Sized —— Ultra-small for convenient portability with reliable high performance, Supported Operating System – Windows 11/10/8.1/7|In an unlikely case of product quality related issue, we may ask you to reach out to brand’s customer service support and seek resolution. We will require brand proof of issue to process replacement request.",179700,80,5,1
Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),portronics-konnect-l-12m-por-1401-fast-charging-3a-8-pin-usb-cable-with-charge-sync-function-white,"[CHARGE & SYNC FUNCTION]- This cable comes with charging & Data sync function|[HIGH QUALITY MATERIAL]- TPE + Nylon Material to make sure that the life of the cable is enhanced significantly|[LONG CORD]- The Cable is extra thick 1.2 meter long, optimized for an easy use for your comfort at home or office|[MORE DURABLE]-This cable is unique interms of design and multi-use and is positioned to provide the best comfort and performance while using|[UNIVERSAL COMPATIBILITY]- Compatible with all devices like iPhone XS, X, XR, 8, 7, 6S, 6, 5S, iPad Pro, iPad mini and iPad Air",47700,53,1,4
"SanDisk Ultra Dual Drive Luxe USB Type C Flash Drive (Silver, 128 GB, 5Y - SDDDC4-128G-I35)",sandisk-ultra-dual-drive-luxe-usb-type-c-flash-drive-silver-128-gb-5y-sdddc4-128g-i35,"The all-metal, 2-in-1 flash drive with a reversible USB Type-C and a traditional Type-A connector.|Seamlessly move content between your USB Type-C smartphone, tablets and Macs and USB Type-A computers.|Free up space on your USB Type-C smartphone so you can take more photos.|Automatically back up photos using the SanDisk Memory Zone app.|High-performance USB 3.1 Gen 1 drive with 150MB/s read speeds lets you quickly move your files to your computer.|Dual-purpose swivel design in a stylish metal housing protects connectors and features a keyring hole to take your drive on the go.",389700,95,3,4
"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black",noise-colorfit-pulse-smartwatch-with-356-cm-14-full-touch-hd-display-spo2-heart-rate-sleep-monitors-10-day-battery-jet-black,"[10-day battery]: With a battery backup of 10 days, just concentrate on your game without stopping.|[Noise Health Suite]: Automatically monitor your blood oxygen (Spo2 levels), real-time heart rate, and provide comprehensive analysis of your sleep quality (deep sleep,light sleep and wake up time) on this smart watch.|[Personalise your look]: Choose from 60+ cloud-based watch faces or customise them as per your preference.|[1.4’’ Full Touch HD display]: Get the perfect viewing experience on the 1.4’’ display with 240*240 pixels.|8 sports modes: Choose from 8 sports modes and give it your best.",479700,73,1,5
"rts [2 Pack] Mini USB C Type C Adapter Plug, Type C Female to USB A Male Charger Charging Cable Adapter Converter compatible for iPhone, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad Silver",rts-2-pack-mini-usb-c-type-c-adapter-plug-type-c-female-to-usb-a-male-charger-charging-cable-adapter-converter-compatible-for-iphone-samsung-s20-ultras21s10s8s9macbook-pro-ipad-silver,"【WIDER COMPATIBILITY】This USB C Female to USB A Male adapter converter allows you to connect legacy Type-A laptops/PC,Power bank,Adapter and Charger with USB Type-C cable,USB Type-C hubs and USB Type-C peripherals. Specially compatible with iPhone 12/12 Mini/12 Pro/12 Pro Max,Samsung Galaxy Note 10/S20 Plus Ultra,Google Pixel 4/3/2 XL. ❌IMPORTANT NOTE: This product is NOT compatible with Mag-safe wireless charger due to the incompatibility of charging protocols.|【FULL FUNCTIONALITY】The USB A Male to USB C Female adapter has a multiple functions.You can easily hook up any USB-C peripherals (USB C cable, Type-C flash drive, USB-C hub) that make use of the newer USB-C connector.This USB C Female converter can be used for charging,date transfer,audio signal transmission and connecting keyboard or mouse.Additionally,it can be also used to plug into the car USB-A port.|【CHARGING AND DATA TRANSFER】This USB 2.0 adapter offers both sides date transfer speeds of up to 480Mbps between connected devices and also supports up to 2.4 Amps of power output for charging your devices,due to the built-in premium chip.Just plug into a regular USB A port,allowing you to convert to a upgraded Type C device.Truly a plug-and-play solution. ❌NOTE:NOT support video signal transmission.|【2 PACK COMPACT DESIGN】Comes with 2 packs: One for home, one for office, one for car and one carried in the bag, sticking with laptops or commonly used type C cable or others can be used as backups. Micro USB to USB C adapter is smaller than a coin, easy to carry around or toss in a bag. 15mm width allows you to plug them side by side, taking little space and working well in tight spaces.|【SAFER USING】USB C and USB A connector is made of premium aluminum alloy on the ends, designed for frequent plugging & unplugging and heat dissipation, which is safer compared to other plastic adapters. Every USB adapter has built-in 56KΩ resistor ensure safety during charging. Just plug and charge your devices with assurance.",88200,80,5,4
HP 682 Black Original Ink Cartridge,hp-682-black-original-ink-cartridge,"Page yield-480|Compatible with HP Deskjet plus ink advantage 6075, 6078, 6475, 6478|Original HP ink cartridge",248400,87,4,3
Logitech H111 Wired On Ear Headphones With Mic Black,logitech-h111-wired-on-ear-headphones-with-mic-black,"ADJUSTABLE HEADBAND This sturdy yet lightweight stereo headset has a broad range of adjustment. Ultra-soft foam ear cushions provide hours of comfort.|ROTATING MICROPHONE The boom mic can rotate 180° to be worn on the left or right and tucked out of the way when you’re not using it. The flexible mic can be positioned for better voice capture and background noise reduction|MULTI DEVICE HEADSET WITH NOISE CANCELLING MIC:The simple way to start talking when using computers, smartphones and tablets. Features a standard 3.5mm audio jack and is compatible with most operating systems and platforms. Get just what you need to hear and be heard clearly.|STEREO SOUND: Enjoy clear audio for calls, music, and games. A reliable headset for daily audio including video calls with family or colleagues. Frequency response (Headset): 20 Hz - 20 KHz|3.5MM AUDIO JACK CONNECTION:Simply plug the 3.5mm jack into your computer, smartphone or tablet and you’re ready to talk.|SYSTEM COMPATIBILTY:Computers/ smartphones/tablets Windows/Mac/Chrome OS + more",223500,35,2,3
"Digitek DTR 550 LW (67 Inch) Tripod For DSLR, Camera |Operating Height: 5.57 Feet | Maximum Load Capacity up to 4.5kg | Portable Lightweight Aluminum Tripod with 360 Degree Ball Head | Carry Bag Included (Black) (DTR 550LW)",digitek-dtr-550-lw-67-inch-tripod-for-dslr-camera-operating-height-557-feet-maximum-load-capacity-up-to-45kg-portable-lightweight-aluminum-tripod-with-360-degree-ball-head-carry-bag-included-black-dtr-550lw,"Premium finish light weight professional tripod with adjustable height, multi level locking and steady rubberized legs|Compatible with most video cameras, digital cameras, still cameras, GoPro devices and smartphones. Height Range: 615 mm - 1700 mm|Multipurpose head with Quick Release helps ensure fast transitions between shots|Built-in bubble head to adjust horizontal position and 3-way head with adjustable pan to allow for tilt and swivel motion with portrait or landscape options|This professional tripod features multipurpose head for DV camera's|Convinient accessories hook to latch all your shoot belongings|Recommended max load weight is 5kg for optimal performance",464700,18,5,4
MI Braided USB Type-C Cable for Charging Adapter (Red),mi-braided-usb-type-c-cable-for-charging-adapter-red,1M Long Cable. Usb 2.0 (Type A)|Braided Usb Type C Cable|Toughened Joints|Strong And Sturdy|Country Of Origin: China|6 Months Warranty,104700,79,3,3
"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",duracell-usb-lightning-apple-certified-mfi-braided-sync-charge-cable-for-iphone-ipad-and-ipod-fast-charging-lightning-cable-39-feet-12m-black,"Supports Ios Devices With Max Output Up To 2.4A|Up To 10, 000+ Bend And 10, 000+ Plugging And Unplugging Test Ensure This Cable A Longer Lifespan|Ensure Fast And Stable Data Transmission Up To 480 Mbps|2 Years Warranty|Compatible Designed To Work Flawlessly With Mfi Or Apple Devices, Iphone, Imac, Ipad Etc|1.2M Tangle Free Durable Tough Braiding Sync & Charge Cable",291000,78,5,1
"TP-Link TL-WA850RE Single_Band 300Mbps RJ45 Wireless Range Extender, Broadband/Wi-Fi Extender, Wi-Fi Booster/Hotspot with 1 Ethernet Port, Plug and Play, Built-in Access Point Mode, White",tp-link-tl-wa850re-single-band-300mbps-rj45-wireless-range-extender-broadbandwi-fi-extender-wi-fi-boosterhotspot-with-1-ethernet-port-plug-and-play-built-in-access-point-mode-white,Range Extender mode boosts wireless signal to previously unreachable or hard-to-wire areas flawlessly|Miniature size and wall-mounted design make it easy to deploy and move flexibly|Easily expand wireless coverage at a push of Range Extender button|Ethernet port allows the Extender to function as a wireless adapter to connect wired devices|Tether App allows easy access and management using any mobile device|LED Control function includes a Night Mode for peaceful sleep,440700,90,1,4
COI Note Pad/Memo Book with Sticky Notes & Clip Holder with Pen for Gifting,coi-note-padmemo-book-with-sticky-notes-clip-holder-with-pen-for-gifting,"It is a diary style desk organizer,memo note pad with a closed size of 7.5 X 4.5 inch appox|It has 3 sizes of sticky note pad & 1 pad of loose sheets with clip holder and a pen|No. of sheets in sticky note pad of yellow(appox size 4 x 3 inch ) ,pink(appox size 3 x 2 inch ) are 50 approx|No. of small strips / flags (size 2 x .5 inch ) are 20 approx.Each color and no.of loose sheets( size 7 x 4 inch ) are 50 apprx and the colored small stripes/flags will be arranged randomly|Colored stripes and pen design is indicative and might show slight variations",59400,63,4,5
Fujifilm Instax Mini Single Pack 10 Sheets Instant Film for Fuji Instant Cameras,fujifilm-instax-mini-single-pack-10-sheets-instant-film-for-fuji-instant-cameras,"10 sheets of Instax film compatible with Fujifilm Mini cameras- Mini 8, Mini9, Mini 11, Mini 90, Mini 40, Liplay and Mini Link Printer|Mini films comes with superb grain quality which produces vibrant colors and natural skin hues.|Press the button and capture your moment of joy which develops instantly into beautiful pictures.|Film size - 54(w) x 86(h) mm|Picture size - 46(w) x 62(h) mm|Number of prints - 10 per pack|Country of Origin: Japan",164700,68,1,3
